time,energy,WS,TA,HM
1715,678.72,31,23.8,64.1
1730,651.84,50,23.8,64.5
1745,611.76,23,23.5,64.4
1800,604.08,16,23.2,66.7
1815,569.04,35,22.8,68.4
1830,544.56,23,22.5,68.1
1845,552.48,28,22.3,69.2
1900,545.04,34,22.2,69.1
1915,542.4,39,22.2,69.2
1930,539.76,26,22,69.9
1945,516,13,21.9,70.6
2000,509.04,19,21.7,71.6
2015,515.76,29,21.6,71.9
2030,515.28,23,21.6,72.3
2045,511.2,15,21.7,71.2
2100,511.44,12,21.7,70.8
2115,503.52,7,21.5,71.7
2130,505.2,19,21.7,70.5
2145,492,39,21.6,70.1
2200,483.84,19,21.6,70.6
2215,476.16,18,21.6,69.6
2230,474.96,51,21.5,70.3
2245,475.44,35,21.3,71.5
2300,473.28,11,21.3,71.2
2315,458.4,19,21,73
2330,456,18,21,72.6
2345,453.12,26,20.9,73
2400,450.96,7,20.8,73.8
45,378,14,20.7,74.7
100,366.96,21,20.7,74.4
115,346.08,28,20.9,73.4
130,332.88,15,20.9,73.4
145,329.28,6,20.7,74.7
200,332.4,11,20.6,74.8
215,333.12,5,20.5,75.4
230,328.56,6,20.4,76.1
245,335.76,7,20.5,75.4
300,330.48,6,20.4,75.5
315,328.56,13,20.4,75.7
330,325.2,7,20.3,75.7
345,335.28,0,20.1,77.8
400,328.56,4,20,77
415,333.12,2,19.9,77
430,330.24,0,19.4,80.5
445,333.84,4,19.4,80.9
500,339.36,4,18.9,83.7
515,345.36,1,18.7,86.7
530,361.68,0,18.1,88.5
545,367.2,4,18,89.3
600,383.52,1,18,89.2
615,384.48,0,17.9,89.3
630,399.12,0,18.2,87.9
645,402.48,4,18.8,86.2
700,402.72,0,18.8,86.6
715,415.44,1,19,86.8
730,435.36,4,19.6,83
745,443.04,6,20.5,77.4
800,492.72,13,20.8,76.2
815,552.96,24,21.2,73.8
830,577.44,23,21.4,72.6
845,595.92,5,22,71.6
900,604.08,22,21.8,71.5
915,602.64,2,22.4,69
930,587.52,8,22.9,67.1
945,597.12,39,23.5,65.6
1000,616.08,21,23.5,64.9
1015,614.64,19,24.1,63.5
1030,634.32,14,24.2,61.5
1045,635.76,18,24,62.4
1100,637.68,11,24.1,63.8
1115,643.44,10,25.9,59.3
1130,634.08,16,25.5,59.6
1145,625.92,18,25.6,59.3
1200,629.52,7,26.5,58.7
1215,614.64,15,26.2,57.5
1230,582.72,19,26.4,56.6
1245,573.6,44,26.6,56.2
1300,555.36,33,26.9,54.7
1315,554.88,22,26.5,56.6
1330,557.04,2,26.4,55.7
1345,551.28,17,26.9,55.5
1400,557.76,16,27.5,53.2
1415,545.28,10,26.5,55.7
1430,542.16,7,27,55
1445,536.4,23,27.1,53.6
1500,562.56,19,27.6,51.2
1515,538.08,9,28.7,50.3
1530,541.2,6,28,51.5
1545,535.2,17,28.8,49.5
1600,536.16,12,28.5,49.1
1615,539.28,22,29.2,47.8
1630,547.44,6,28.5,50.3
1645,546.96,7,29.5,48.3
1700,538.32,4,29.7,48.6
1715,534,2,29.8,49.1
1730,525.12,17,29.2,48
1745,529.68,15,28.5,51.7
1800,528.24,7,29.4,49.2
1815,521.28,9,29,52
1830,535.92,26,28.5,50.5
1845,528.72,3,27.6,52.7
1900,510.96,8,27.4,53
1915,513.12,15,26.9,56
1930,509.76,7,25.9,64.6
1945,499.68,0,26,64.4
2000,498,0,25.3,66
2015,504.96,2,24.7,68
2030,489.36,8,24,71
2045,490.56,2,23.6,71.9
2100,485.76,9,23.1,72
2115,479.52,4,23.1,71.9
2130,478.32,0,22.6,73.7
2145,482.64,-999,-99.9,-99.9
2200,486.48,0,22.1,74.4
2215,471.6,0,22.2,74.4
2230,466.32,0,21.8,74.9
2245,465.12,1,21.6,75.7
2300,468,0,21.5,76.5
2315,457.44,2,21.5,76.5
2330,453.36,4,21.3,76.9
2345,461.52,1,21.3,77.7
2400,465.36,6,20.8,79.4
45,444.72,0,20.8,80.1
100,443.04,0,20.9,80.2
115,420.24,0,20.6,81.4
130,365.04,4,20.6,82.2
145,355.92,0,20.3,83.4
200,362.88,2,20.2,84.1
215,343.44,3,20.2,84.8
230,351.12,2,20.2,85.9
245,347.76,0,20,86.7
300,347.28,3,19.9,87.5
315,353.76,0,19.7,87.9
330,351.12,4,19.7,87.8
345,342,2,19.5,89.1
400,353.52,0,19.3,90.3
415,359.52,2,19.3,90.8
430,358.56,4,19.2,91.3
445,341.76,2,19.1,91.5
500,351.84,2,19.3,91.3
515,359.28,7,19.1,91.9
530,370.56,0,19.1,92.6
545,364.56,1,18.9,92.2
600,365.52,2,18.9,92.6
615,386.16,0,18.8,92.8
630,396.96,0,18.7,92.7
645,385.44,0,18.6,93.2
700,379.68,0,18.8,93.3
715,401.52,4,18.8,92.8
730,387.84,0,18.9,93.1
745,391.44,3,19.3,92.5
800,441.84,1,19.9,90.2
815,510.24,0,20.3,87.2
830,502.08,0,21,82.6
845,508.08,5,21.7,81.3
900,507.12,3,21.8,79
915,519.36,11,22.3,77.9
930,513.6,11,22.3,78.7
945,514.8,0,22.8,76.2
1000,531.36,7,23,75.2
1015,526.8,20,23.7,74.7
1030,545.52,20,24.2,73
1045,538.08,2,24.5,71.3
1100,539.04,9,25.1,70
1115,537.84,2,25,68.9
1130,532.08,21,26.4,66.3
1145,527.04,12,26,66.5
1200,532.32,4,26.8,64
1215,539.28,10,27.6,62.7
1230,524.64,7,27.8,63.3
1245,523.68,31,28,62.4
1300,522.24,22,28.4,57
1315,532.08,27,28.3,58.1
1330,531.6,14,29,55.3
1345,539.04,40,29,55.7
1400,549.12,14,29.3,54
1415,549.36,11,29.9,51.2
1430,532.08,14,30.3,51.4
1445,525.6,22,30.7,50.9
1500,527.04,33,30.6,50.1
1515,518.16,28,31.1,49.8
1530,522.24,21,30.8,52.3
1545,542.16,32,30.8,51.2
1600,526.32,34,30.9,52
1615,527.76,24,30.1,53.8
1630,524.88,18,30.5,56.5
1645,516.24,52,30,58.9
1700,517.92,44,30.2,59.3
1715,523.92,55,30.2,58.9
1730,520.32,29,29.4,60.8
1745,515.28,24,29.3,60.4
1800,504.48,46,29.2,60.7
1815,507.36,19,29.2,60.6
1830,504.96,33,28.7,61.2
1845,504,27,28.6,60.8
1900,513.84,13,28.4,61.4
1915,513.36,27,28,62.9
1930,496.56,14,27.7,62.4
1945,490.56,15,27.5,62.5
2000,492.72,19,26.7,63.3
2015,492.96,26,26.1,64.4
2030,496.32,41,26,64.5
2045,492.72,14,25.8,65.1
2100,477.36,23,25.4,67.2
2115,478.8,6,25.2,67.6
2130,471.36,24,25.2,67.7
2145,470.88,14,24.4,68.8
2200,474,18,24.4,68
2215,466.8,17,24.4,66.3
2230,482.16,14,24.4,64.4
2245,477.36,16,24.4,62.5
2300,462.24,16,24.5,61.7
2315,463.44,-999,-99.9,-99.9
2330,459.12,7,24.8,59.8
2345,454.08,9,23.9,63.2
2400,441.36,6,23.2,66.9
45,359.52,2,22.9,69.2
100,360.72,5,22.5,70.2
115,349.68,7,22.4,71.4
130,346.56,3,22.4,74.5
145,346.8,0,22.4,75.3
200,336.24,0,22.4,73
215,334.8,0,22.2,73.6
230,333.84,6,21.7,75.6
245,331.68,0,21.9,76.1
300,339.12,5,21.6,78.3
315,337.2,0,21.5,78.1
330,330.96,6,21.2,79.6
345,328.56,0,21,79.7
400,338.4,5,20.9,80.7
415,346.32,0,21,81.9
430,351.36,0,20.8,82
445,354.48,1,20.7,82
500,361.68,3,20.7,82.5
515,381.12,1,20.4,84
530,393.12,2,20.4,84.6
545,398.64,0,20.3,85.3
600,409.68,3,20,86.7
615,405.84,1,19.8,87.9
630,415.68,0,19.6,88.5
645,427.68,5,19.4,88.7
700,456.96,0,19.6,89.2
715,482.4,0,19.4,89.9
730,490.08,5,19.3,90.1
745,531.6,0,19.4,90.2
800,631.68,5,19.7,89
815,699.36,0,20.2,88.7
830,730.56,3,21.1,85.8
845,732.24,4,21.8,79.1
900,728.88,0,22.5,76.8
915,744,1,22.5,77.8
930,753.84,5,22.7,78.5
945,756.48,4,23.3,76.4
1000,764.4,10,23.9,73.3
1015,760.08,3,24.1,72.7
1030,764.88,12,24.6,70.9
1045,758.16,27,25.4,70.4
1100,775.2,12,26,69.1
1115,783.36,2,26,68.5
1130,782.64,9,26.6,66.7
1145,770.88,22,27.7,62.3
1200,772.32,3,27.4,61.3
1215,772.32,21,27.8,55.7
1230,769.2,8,28.1,50.6
1245,771.12,18,27.9,54.2
1300,765.36,7,28.5,52.5
1315,770.4,16,28.1,54.7
1330,774.48,7,29,53.4
1345,798.72,20,28.8,50.4
1400,791.04,7,29.9,48.2
1415,763.44,29,30.4,48.5
1430,780.96,15,29.7,51.9
1445,771.84,9,29.9,54
1500,775.44,29,30,52.6
1515,781.44,28,29.5,53.1
1530,767.04,7,30.3,50.5
1545,759.84,27,30,50.9
1600,755.28,8,29.7,52.2
1615,748.8,14,30.3,51.8
1630,752.4,20,29.4,54.1
1645,743.28,36,30,52.3
1700,715.2,16,30.1,51.4
1715,714.24,29,29.1,52.1
1730,687.12,36,29,51.8
1745,651.12,9,28.8,53.3
1800,642,14,29,53.5
1815,612.72,43,29.5,51.1
1830,587.76,15,28.8,53
1845,582.72,19,28.3,55.5
1900,577.68,32,28.8,56.2
1915,591.12,20,28.5,56.7
1930,583.2,23,27.9,58.2
1945,563.76,6,27.6,58.5
2000,557.52,6,27.1,60.5
2015,548.4,13,27,63.1
2030,539.52,10,26.9,64.2
2045,538.8,8,26.5,65.9
2100,528.48,3,26.4,65.8
2115,534.24,17,26.1,66.9
2130,527.76,16,25.7,68.4
2145,516.72,0,25.7,68.2
2200,496.08,9,25.4,68.3
2215,489.36,2,25.1,69.7
2230,484.08,16,24.9,70.4
2245,483.84,16,24.8,70.5
2300,491.28,8,24.7,70.7
2315,483.84,2,24.9,69.7
2330,471.84,17,24.6,70.5
2345,472.8,7,24.6,67.8
2400,465.36,16,24.2,68.8
45,370.8,17,24,69.4
100,373.92,9,24.1,68.5
115,353.04,6,23.9,69.1
130,353.76,12,24,67.9
145,352.08,1,23.9,70.2
200,351.12,11,23.5,73.4
215,346.8,0,22.7,82.7
230,347.28,8,21.8,90.3
245,346.8,7,21.7,88.3
300,339.84,8,21.4,89.8
315,340.08,1,21.5,90.9
330,342.48,6,21,92.6
345,339.84,6,20.9,94.4
400,359.04,0,20.7,94.5
415,349.68,8,20.5,93.6
430,350.64,0,20.8,92.8
445,360,0,20.7,92.1
500,372.24,0,20.9,91.6
515,381.84,0,20.8,91.6
530,387.12,0,21.1,91.5
545,404.4,0,21.2,92
600,422.4,0,21,92.1
615,419.52,0,20.8,91.4
630,431.04,0,20.8,91.4
645,455.28,0,20.8,91.9
700,470.88,0,20.7,91.9
715,491.28,0,20.8,92.1
730,531.36,0,21,92.2
745,573.6,0,21.1,91.6
800,652.08,0,21,91.4
815,710.16,0,20.8,91.7
830,745.92,0,21,92.5
845,762.72,0,21,93.2
900,759.6,0,21.4,92
915,739.92,0,21.5,90.8
930,749.52,0,21.9,90.6
945,754.8,0,22.1,89.7
1000,771.6,11,22.4,89.1
1015,770.88,9,23,85.2
1030,766.08,0,23.2,84.4
1045,756.96,4,23.2,83.9
1100,758.16,6,23.4,83.9
1115,768.96,9,23.7,81
1130,786.72,4,23.7,80.5
1145,776.64,0,24.1,76.4
1200,773.52,11,24.8,74.6
1215,758.64,0,25.2,72.5
1230,757.92,6,25.1,72.8
1245,755.28,16,25.2,69.7
1300,764.16,10,25.6,68
1315,767.76,13,26.4,65.1
1330,782.16,17,26.3,65
1345,780.96,15,26.1,66.5
1400,771.84,11,26,63.6
1415,787.44,14,26.9,62.2
1430,772.8,17,27.7,56.5
1445,760.32,20,28,55.2
1500,750.48,12,28.2,54.5
1515,756.72,8,27.9,57.4
1530,756.72,8,27.6,58.7
1545,750.96,8,27.6,58.3
1600,762.24,16,28.6,58.4
1615,757.68,7,28.9,55.8
1630,741.6,22,28,59
1645,721.44,5,27.1,64.3
1700,725.28,3,26.5,68.6
1715,721.68,9,24.6,80.1
1730,720.48,6,23.5,86.3
1745,662.64,20,23.9,84.3
1800,634.56,9,24.4,80.5
1815,603.36,19,24.6,74.7
1830,581.76,4,24.6,74.3
1845,581.76,2,24.4,79.8
1900,582.72,2,24.2,79.9
1915,560.16,12,24.9,72.8
1930,563.76,3,24.8,75.2
1945,563.76,2,24.6,75.8
2000,567.36,0,24.7,76
2015,569.28,0,24.8,72.7
2030,539.76,6,25.2,70.9
2045,535.68,8,24.9,71
2100,533.28,6,25.1,68.6
2115,521.76,4,22.6,85.9
2130,522,6,21.8,93.6
2145,524.16,0,21.3,96
2200,511.44,0,21.2,98.1
2215,489.84,4,20.7,98.8
2230,489.12,0,21,99.4
2245,481.44,0,21,99.9
2300,474.72,8,20.7,99.9
2315,472.32,10,20.5,99.9
2330,480.48,0,20.4,99.9
2345,467.28,6,20.3,99.9
2400,462.72,2,20.5,99.8
45,377.76,4,20.5,99.9
100,371.52,0,20.5,99.9
115,349.68,3,20.5,99.9
130,344.16,0,20.4,99.9
145,352.8,0,20.3,99.9
200,341.76,1,19.9,99.9
215,339.12,5,20,99.9
230,335.76,3,20,99.9
245,336.24,1,20.2,99.9
300,327.6,1,20,99.9
315,335.04,5,20,99.9
330,328.32,0,20,99.9
345,323.76,5,20.1,99.9
400,325.2,6,20.2,99.9
415,335.04,1,20.1,99.9
430,343.92,1,20.2,99.9
445,346.08,3,20.1,99.9
500,356.64,0,20.1,99.9
515,368.4,0,20,99.9
530,381.84,0,19.8,99.9
545,395.52,2,19.9,99.9
600,409.68,0,19.9,99.9
615,415.2,3,19.9,99.9
630,419.04,4,20,99.9
645,426.24,0,20,99.9
700,460.32,4,20,99.9
715,488.88,6,20.1,99.9
730,529.92,0,20,99.9
745,551.52,0,19.8,99.9
800,565.44,0,19.7,99.9
815,706.56,0,19.7,99.9
830,748.32,0,19.7,99.9
845,757.2,10,19.8,99.9
900,751.2,31,20.1,99.9
915,736.56,27,20.3,99.6
930,739.2,17,20.3,97.3
945,750.48,0,20.5,95.6
1000,752.4,21,20.3,94.6
1015,756.48,5,20.7,93.1
1030,746.16,3,20.8,91.4
1045,746.16,4,21,89.4
1100,750.48,8,21.3,89
1115,754.56,7,21.6,85.8
1130,760.32,13,22,82.9
1145,751.2,14,23,79.1
1200,739.2,27,23.3,75.5
1215,745.68,20,23.3,74.4
1230,727.68,7,23.9,68.9
1245,733.68,14,24.4,65.7
1300,743.76,27,24.7,64.1
1315,745.44,21,25.2,60.9
1330,736.32,23,25.3,61.1
1345,745.44,13,25.2,55.8
1400,748.8,44,26,54.9
1415,752.64,20,26.3,51.1
1430,763.92,25,25.9,49.9
1445,742.08,23,26.9,49.3
1500,733.68,26,26.9,51.5
1515,744,19,26.8,51.1
1530,747.84,34,27.1,51
1545,744.48,32,27.3,47.1
1600,733.2,19,27.5,47.4
1615,730.08,16,27.5,46.5
1630,726.24,32,27.5,52.5
1645,730.32,28,27.7,55.1
1700,734.64,31,26.6,57.7
1715,720.24,34,26.8,56
1730,681.84,27,27.4,55.1
1745,660.96,40,26.9,55.4
1800,621.84,33,27.1,53.1
1815,607.68,16,27.6,51.3
1830,582.96,29,26.9,51
1845,569.52,18,26.8,51.8
1900,567.12,41,26.7,52.5
1915,558.72,27,25.9,52.6
1930,560.16,47,26.1,48.4
1945,558.72,30,25.9,51.7
2000,546.24,20,25.9,49.9
2015,537.12,32,25.9,49.1
2030,532.56,40,25.6,48.3
2045,528,59,24.9,54.1
2100,518.4,6,24.4,57.1
2115,531.12,39,24.1,60
2130,525.84,18,23.7,61.9
2145,511.68,34,23.3,63.6
2200,501.84,19,23,65.9
2215,491.04,24,22.6,69.6
2230,487.68,27,22.4,73
2245,483.84,8,22.3,74.7
2300,485.28,15,22.2,75.1
2315,480.24,24,21.8,77.8
2330,468.72,12,21.7,77.9
2345,475.2,22,21.7,78.5
2400,462.96,19,21.7,78.5
45,403.92,14,21.7,79
100,377.28,25,21.5,80.7
115,366.96,29,21.3,82.4
130,354.96,15,21.4,81.6
145,337.68,10,21,83.7
200,339.12,7,20.8,85.1
215,345.36,1,20.1,87
230,335.52,9,19.6,88.6
245,330,10,19.2,90.6
300,330,5,19.8,88.7
315,333.12,0,20.1,85.8
330,329.76,9,20.2,84
345,337.2,4,20.4,84.6
400,340.08,18,20.3,84.8
415,336.72,8,20.3,85.3
430,343.68,0,20.2,85.6
445,356.64,6,20.2,85.5
500,361.92,13,20.3,84.7
515,373.92,7,20.4,82.6
530,382.08,13,20.1,84.8
545,395.52,5,20,84.5
600,411.36,4,20,85.2
615,406.08,4,19.6,87
630,425.76,6,19.8,86.5
645,444,3,19.7,88.7
700,458.64,7,19.6,87.8
715,483.84,8,19.2,90.1
730,509.76,6,19.5,89.1
745,544.32,1,19,90.1
800,574.32,0,18.7,91.6
815,651.6,9,18.6,92.1
830,736.56,6,18.7,92.4
845,764.4,9,18.7,93.4
900,742.08,7,18.5,93.8
915,756.72,7,18.2,94.4
930,758.88,8,18.3,94.8
945,755.28,1,19,94.3
1000,762.96,0,19.7,92.8
1015,775.44,3,19.8,91.6
1030,771.36,2,20.8,88.4
1045,759.84,4,21.5,84.1
1100,759.6,17,21.9,80.1
1115,778.8,8,21.7,78.8
1130,774,15,22.1,75.8
1145,767.28,1,22.5,73.9
1200,771.36,8,22.6,75.7
1215,757.68,8,22.4,76.4
1230,773.28,21,22.8,75.8
1245,769.2,36,23.6,74.2
1300,771.84,36,24.3,70.3
1315,768.96,23,23.9,71
1330,777.84,41,24.4,67.3
1345,798.48,17,25.6,59.1
1400,798.96,34,24.9,60.1
1415,792.96,8,25.4,56.7
1430,770.88,12,25.4,57
1445,774,11,25.6,54.3
1500,778.8,6,25.3,56.3
1515,778.32,30,26.9,50.8
1530,774.48,15,26.8,50.7
1545,760.32,1,25.9,54.3
1600,750.96,22,26.8,48.5
1615,745.44,20,26.7,48
1630,745.92,20,27.2,45.6
1645,750.48,41,27.1,44
1700,748.08,38,27.9,45.6
1715,721.92,20,27.6,44.9
1730,699.6,23,28.2,42.2
1745,664.08,7,28.3,41.3
1800,665.28,42,28.2,42
1815,627.84,11,28.2,39.6
1830,592.56,36,28.6,39.2
1845,586.8,6,27.9,38.7
1900,589.68,25,28.4,35.8
1915,590.88,33,28.3,37
1930,591.84,35,28.2,37.1
1945,572.4,31,27.7,37.4
2000,573.12,31,27.6,37.5
2015,565.92,25,26.6,39.4
2030,557.28,36,26.5,39.6
2045,558.72,35,26.7,38.1
2100,549.84,32,26.4,40.9
2115,530.64,14,26.8,38.9
2130,530.16,5,26.4,41.2
2145,523.92,4,26.2,43.4
2200,508.32,12,25.9,42.3
2215,506.64,15,25.5,43.1
2230,504.96,42,25,44.8
2245,509.76,12,24.6,48.3
2300,492.72,16,24,53.7
2315,484.32,20,23.4,66.6
2330,481.44,19,22.9,72.3
2345,484.56,8,22.8,75.4
2400,481.92,4,22.3,78.2
45,408.48,1,22.4,77.7
100,360,2,21.9,79.6
115,359.52,2,21.5,80.8
130,355.92,1,20.8,83.7
145,355.92,9,21,84.3
200,347.52,4,20.6,85.4
215,348.72,3,20,88.3
230,348.24,10,19.8,88.4
245,355.44,0,19.7,88.9
300,353.76,0,19.4,89.9
315,366.96,1,19.2,90.9
330,354.72,4,19.1,91.9
345,348.72,9,20,90.8
400,358.08,7,19.8,90.3
415,369.12,23,19.8,91.1
430,367.44,21,20,90.1
445,374.4,3,20.2,89.5
500,385.44,7,19.6,90.3
515,402,19,19.4,90.7
530,420.72,9,19.4,90.2
545,417.6,17,19.6,89.7
600,429.84,2,18.8,90.8
615,425.52,4,19,92.1
630,428.4,0,18.6,92.4
645,478.56,0,18.3,93.5
700,510,-999,-99.9,-99.9
715,503.76,0,17.9,95.3
730,584.88,-999,-99.9,-99.9
745,686.4,-999,-99.9,-99.9
800,723.6,0,17.4,95.8
815,732.96,6,17.2,96
830,762.48,5,17.2,96.2
845,772.08,0,17.2,96.4
900,774.48,0,17,96.8
915,772.8,1,16.9,97.2
930,796.32,0,17,97.7
945,778.56,0,16.9,97.7
1000,797.28,6,17.1,98
1015,788.88,0,17.4,97.9
1030,800.64,0,17.9,97.2
1045,803.04,7,18.9,94
1100,794.88,0,19.3,89.9
1115,806.16,0,19.8,87.2
1130,792.24,0,20.2,83.5
1145,801.84,4,20.7,80.9
1200,787.68,4,21.2,76.9
1215,783.6,1,21.7,72.8
1230,798.72,6,22.4,69.7
1245,807.6,13,22.4,70.1
1300,804.24,13,22.9,68.7
1315,806.4,10,23.5,65.8
1330,791.76,27,24.1,63.6
1345,798,17,24.9,54.8
1400,800.16,9,24.3,61.4
1415,798.48,4,25.3,51.3
1430,797.76,31,25.7,48.4
1445,791.52,9,25.5,52.1
1500,801.6,34,26,51.4
1515,792.24,2,26.7,52.5
1530,788.64,33,26.6,49.7
1545,782.88,50,26.8,48.1
1600,782.88,18,26.8,49.9
1615,781.92,16,27.2,47.1
1630,774,13,27,47.3
1645,764.4,54,27.2,48.1
1700,766.56,4,26.8,47.1
1715,756.96,47,26.5,50.4
1730,738.48,17,27.6,45.7
1745,701.28,16,26.8,44.9
1800,671.52,28,26.4,45.3
1815,642,28,25.7,47.6
1830,607.92,25,25.2,48
1845,598.08,16,24.7,46.7
1900,601.2,30,24.6,46.6
1915,593.52,20,24.4,49.4
1930,579.6,8,24.5,53.6
1945,582,11,24.2,58.8
2000,566.88,10,24.1,62.6
2015,568.08,15,24.4,63.9
2030,559.2,15,24.3,64.9
2045,549.84,18,24.4,65.6
2100,557.76,23,24.9,61
2115,540,9,25.6,59
2130,535.44,37,25.2,61.1
2145,531.12,14,24.8,60.3
2200,517.68,13,25.1,57.2
2215,516.96,15,25,59.7
2230,514.32,11,24.4,64.7
2245,515.28,24,24.1,65.1
2300,505.44,6,23.8,66.1
2315,494.88,15,23,69.9
2330,496.08,3,22.6,73
2345,506.88,3,22.3,75
2400,497.76,3,22,76.2
45,478.8,13,21.5,74.4
100,472.56,6,21.6,70.5
115,466.56,13,21.2,70.4
130,467.28,11,21.2,70.7
145,462,3,21.1,71.3
200,468.72,5,20.9,72.4
215,473.52,2,20.3,75.5
230,473.76,8,20.8,73.5
245,466.32,9,20.7,74.1
300,459.84,9,20.6,74.5
315,462.24,6,20,76.6
330,463.2,0,19.8,78.8
345,461.76,0,19.1,80.8
400,473.04,0,19,82.2
415,470.88,0,18.8,83.9
430,466.8,0,18.5,85.1
445,468.24,0,18.6,85.3
500,465.6,1,18.1,86.5
515,476.4,0,18.2,87
530,488.16,0,18.1,87.1
545,510.24,0,18.1,87.3
600,515.28,0,17.9,87.5
615,520.56,0,17.8,88.3
630,530.4,13,17.6,88.8
645,538.32,0,17.4,89.9
700,557.04,0,17.4,89.5
715,575.04,5,17.3,89.9
730,576.96,2,17.1,90
745,593.52,0,17,90.3
800,597.84,0,16.9,90.8
815,609.36,0,16.8,91.6
830,638.16,8,16.7,91.8
845,650.4,8,16.6,91.5
900,661.44,8,16.7,90.5
915,654.72,3,16.8,89.7
930,653.28,3,16.5,90.1
945,649.92,1,16.3,89.4
1000,667.2,15,16.5,90.2
1015,682.32,1,16.6,88.7
1030,670.56,7,16.9,88.3
1045,668.16,5,17.6,85.7
1100,667.92,5,18.1,84.9
1115,675.6,10,18.7,83
1130,679.92,30,19.3,77.4
1145,681.84,15,19.6,75.1
1200,664.8,8,19.9,73.2
1215,666.96,6,20.6,71.9
1230,646.56,12,20.4,71.9
1245,619.2,13,21.1,68
1300,615.6,24,21.8,66.8
1315,614.4,0,22,66.3
1330,602.4,26,22.2,65.5
1345,607.92,15,22.3,64.7
1400,610.56,15,23.4,63
1415,613.68,5,23.5,62.3
1430,600.72,17,23.8,59.6
1445,585.12,14,24.4,55.9
1500,592.56,20,24.5,55.8
1515,584.4,23,25.1,53.4
1530,581.04,30,25.8,51.3
1545,566.88,20,25.7,52
1600,565.92,10,26.2,50.5
1615,574.08,16,26.5,50.3
1630,571.2,20,26.8,49.1
1645,579.84,29,27.7,47.4
1700,577.92,22,27.7,45.5
1715,576.72,11,27.7,44.2
1730,583.44,16,28.2,42.6
1745,569.28,17,28.2,41.5
1800,560.16,16,29.3,41.2
1815,566.4,23,28.4,45.1
1830,546.72,12,27.7,45.6
1845,534.72,17,29.1,45.5
1900,539.28,15,28.5,44.3
1915,540,22,29.4,42.1
1930,546.48,7,28.8,44.7
1945,540.48,6,29.5,42.1
2000,518.4,20,28.4,43.9
2015,527.28,18,28,48.2
2030,522.96,10,27.7,47.8
2045,512.88,13,27.3,51.2
2100,512.64,12,27.3,51.4
2115,522.96,15,27.5,50.2
2130,507.36,19,27.5,50.7
2145,498,1,27.4,52.7
2200,497.76,16,27.3,53.8
2215,495.36,15,26.9,53.6
2230,495.36,3,26.8,54.5
2245,497.52,20,26.3,59.8
2300,492.72,15,25.9,61.4
2315,472.56,40,25.6,63.4
2330,479.76,16,25.3,65.1
2345,479.28,13,25,65.9
2400,471.36,36,24.6,67.2
45,483.12,25,24.4,67.2
100,470.64,34,24.3,67.2
115,465.12,14,24.2,67.2
130,463.2,34,24,67.1
145,466.32,13,24,66.4
200,461.76,5,23.9,66.6
215,466.08,5,23.7,66.7
230,461.52,11,23.7,64.5
245,466.56,9,24,61.5
300,455.28,11,23.9,60.1
315,453.84,17,23.9,60.2
330,452.16,4,23.2,63.1
345,448.08,1,22.3,67.2
400,447.36,4,22,68.8
415,449.04,0,21.7,70.7
430,449.28,0,21.8,71.5
445,454.8,3,21.4,74
500,458.16,16,21.5,72.4
515,451.44,5,21.3,73.2
530,449.28,0,21,73.6
545,462,8,21,72.6
600,457.92,6,20.6,75.2
615,465.84,3,20.4,76.9
630,479.76,5,20.1,77.1
645,489.84,7,19.9,77.6
700,474.24,0,19.7,77.6
715,485.04,0,19.5,79.5
730,480.72,0,19.5,79.3
745,482.64,0,19.1,80.5
800,507.84,0,19.2,80.7
815,528.72,5,19,81
830,535.68,0,19,82.1
845,537.84,0,18.7,80.6
900,524.64,0,18.6,80.5
915,531.12,4,18.5,80.8
930,530.64,0,18.5,81.7
945,534.72,3,18.4,82.7
1000,551.04,4,18.6,82.9
1015,541.92,1,18.7,83.2
1030,536.88,1,18.5,84.5
1045,541.92,0,18.4,85.8
1100,553.44,0,18.6,85.9
1115,551.04,0,18.7,86.4
1130,552.72,0,18.9,86.2
1145,551.04,1,19.7,84.3
1200,553.44,-999,-99.9,-99.9
1215,559.2,7,20.8,78.2
1230,552.48,8,20.9,79.2
1245,541.68,6,21.1,79.2
1300,542.64,0,21.5,75.9
1315,550.8,2,21.8,74.6
1330,546.96,2,22.2,72.9
1345,561.12,6,22.2,72.7
1400,547.92,12,22.7,71.6
1415,546.72,13,23.3,68.6
1430,541.92,28,23.3,66.8
1445,535.2,6,24.2,64.2
1500,534.24,4,24.5,63.1
1515,538.56,21,25.6,59.4
1530,546.72,18,25.6,58.9
1545,558.24,4,25.8,57.1
1600,554.4,13,25.9,52.7
1615,533.52,21,27.4,50.4
1630,536.64,4,27.4,51.3
1645,542.88,15,27.2,50.6
1700,542.88,6,28.5,46.9
1715,562.32,33,27.5,53
1730,554.16,8,27.8,52.8
1745,534,4,27.7,50.6
1800,522,20,28.2,48.6
1815,537.12,13,28.2,48.8
1830,522.48,4,29.5,47.5
1845,530.4,13,27.8,51.9
1900,530.64,18,27.6,54.1
1915,525.6,22,28.3,54.2
1930,513.36,22,27.6,54.8
1945,511.92,24,26.8,58.6
2000,508.32,23,26.4,58.9
2015,512.88,9,25.5,65.3
2030,518.4,16,23.1,83.7
2045,519.84,35,22,87.8
2100,508.8,15,22.2,87.2
2115,497.04,8,22.6,87.6
2130,497.28,22,23,84.1
2145,491.52,10,23.2,83.6
