time,energy,WS,TA,HM
1300,503.28,32,15.5,25.7
1315,514.56,10,15.6,25.2
1330,534.48,37,15.1,26.7
1345,528.72,6,14.2,31.4
1400,538.32,18,12.7,38.9
1415,525.12,13,12.5,40.3
1430,506.64,25,12.4,39.3
1445,492.96,15,11.9,41
1500,494.64,8,11.5,42.7
1515,503.28,27,11.3,42.2
1530,488.16,7,11.4,41.5
1545,490.8,32,11.3,39.9
1600,481.92,20,10.6,43.4
1615,477.6,12,10.7,44
1630,477.6,30,10.7,40.6
1645,459.6,33,10.8,39.2
1700,447.36,5,10.9,38.2
1715,450,11,10.7,38.6
1730,439.2,12,10,41.5
1745,416.64,1,9.3,47.4
1800,406.08,4,8.7,49.2
1815,405.36,6,8.2,54
1830,389.76,3,7.5,56.9
1845,381.12,10,6.8,58.1
1900,373.2,6,6.4,61.7
1915,381.6,1,6.6,60.6
1930,402,10,6.1,60.6
1945,387.36,6,5.6,63
2000,388.56,12,6.2,57.1
2015,372.24,24,6.2,57.2
2030,371.76,20,6.9,51.8
2045,379.2,10,7.1,51.7
2100,367.44,12,6,56.7
2115,351.84,0,5.7,57.6
2130,350.16,3,5.3,57.3
2145,352.56,5,5.2,57.3
2200,335.28,6,4.6,58.9
2215,328.08,10,5.4,53.5
2230,325.68,2,6.1,48.8
2245,326.64,13,4.3,58.5
2300,316.08,4,3.7,62
2315,310.56,3,3.4,64.1
2330,305.28,5,3.2,66.4
2345,311.52,7,3.3,62.7
2400,297.84,9,2.8,66.5
45,294.48,6,2.8,67.3
100,296.16,3,2.7,68.3
115,293.76,5,2.4,69.3
130,294.24,6,2.1,71.9
145,303.12,1,2.1,72.8
200,304.56,4,1.9,73.6
215,303.84,0,1.9,73.9
230,299.76,1,1.7,75.9
245,295.44,3,1.4,77.6
300,287.52,0,1,78.1
315,292.56,0,1.2,77.6
330,292.08,1,0.8,79.1
345,306.72,1,0.8,80
400,307.92,8,0.5,80.5
415,316.56,5,0.3,81.8
430,331.2,4,0.1,82.3
445,330.24,1,0.5,80
500,338.4,0,1.2,78.8
515,366.72,1,2.1,74.6
530,361.92,1,2.7,71.4
545,364.08,0,3.9,66.6
600,368.16,1,4.9,61.6
615,374.64,6,5.8,55.7
630,397.2,6,6.4,56.9
645,412.08,13,7.3,55.7
700,422.16,8,8.2,49.2
715,434.88,5,8.8,46.2
730,430.8,13,8.9,44
745,442.8,17,10,43.9
800,472.08,8,10.5,42.5
815,490.8,10,11.1,40.7
830,498.72,14,10.9,40.4
845,505.92,5,11.9,36.6
900,516.24,10,12.5,38
915,535.92,7,12.8,37.9
930,546.96,5,12.9,36.6
945,563.28,16,13.8,35.3
1000,556.32,18,14.1,35.7
1015,551.04,9,13.9,34.5
1030,564.24,12,15.1,33.3
1045,587.04,13,15.2,31.4
1100,562.56,2,15.8,29.1
1115,574.08,26,16.3,30.7
1130,563.28,21,16.2,28.9
1145,577.92,14,16.6,26.5
1200,572.16,8,16.7,27.3
1215,542.88,2,16.7,26.1
1230,550.08,7,16.7,26
1245,535.44,5,16.9,27.7
1300,559.92,11,17,28.4
1315,554.64,24,17,27
1330,533.28,13,16.8,28.7
1345,512.16,17,16.6,27.8
1400,516.48,4,16.2,33.8
1415,511.44,9,14.9,38.1
1430,498.24,16,14.5,38.5
1445,488.88,9,13.2,42.9
1500,492.24,12,13.2,42.6
1515,497.76,8,13.4,40.3
1530,501.6,6,12.4,46.9
1545,508.56,0,11.3,53
1600,495.84,4,10.1,55
1615,488.16,1,9.6,58.8
1630,478.32,3,9.2,60.7
1645,474,4,8.8,63.3
1700,475.68,4,8.6,62.6
1715,472.32,0,8.2,64.5
1730,458.16,3,7.9,66
1745,427.92,2,7.5,65.4
1800,412.56,5,7.3,64.7
1815,396.48,3,6.9,67.7
1830,387.6,4,6.9,67
1845,383.76,4,6.7,67.2
1900,395.04,1,6.6,69.1
1915,375.84,2,6.3,68
1930,379.2,4,6.1,69.2
1945,371.52,5,5.9,71.2
2000,376.32,3,6,71.1
2015,384.72,2,5.7,73.2
2030,379.2,3,5.6,73.4
2045,395.04,2,5.3,75.1
2100,377.04,1,5.3,75.4
2115,362.88,2,5.2,74.9
2130,360.24,4,4.8,75.6
2145,358.56,3,4.7,76.6
2200,347.04,4,4.6,77.6
2215,332.4,0,4.6,77
2230,335.52,4,4.3,77.5
2245,338.64,3,4.3,78.8
2300,323.76,0,4.1,79.6
2315,311.04,2,3.9,80.1
2330,309.6,0,3.7,81.4
2345,304.56,0,3.8,82.1
2400,304.56,5,3.5,82.5
45,298.08,4,3.5,81.9
100,303.6,4,3.4,83.1
115,306.48,2,3.4,83.2
130,301.2,5,3.4,83.1
145,300.24,3,3.2,83.3
200,300.72,1,3.2,83.3
215,300,1,3.2,83.5
230,295.68,0,3,85
245,293.52,3,3,85.4
300,291.36,0,2.8,85.8
315,290.16,0,3,85.6
330,298.56,2,2.8,86.1
345,290.4,2,2.7,87.3
400,295.68,0,2.7,87.8
415,309.12,5,2.4,88.5
430,310.08,3,2.4,89.2
445,318.48,1,2.4,90
500,318.96,0,2.5,89.7
515,336.96,5,2.6,89.6
530,348.24,1,2.9,89.5
545,363.84,0,3.8,86.9
600,371.04,1,4.5,83.6
615,377.52,3,5.3,77.8
630,407.04,1,5.8,74.8
645,407.28,3,6.9,68.6
700,421.44,6,7.9,64
715,426,12,8.6,59.4
730,441.12,8,9.7,57.1
745,455.04,19,10.7,53.3
800,470.4,7,11.5,49.5
815,476.4,14,12.1,48.3
830,512.16,9,12.4,46.2
845,541.68,20,13.1,44.5
900,549.36,8,14,42.7
915,567.12,8,14.5,39.5
930,565.44,12,15,39.5
945,555.36,11,15.3,37.5
1000,561.6,14,15.4,37.4
1015,567.12,15,16.4,35.8
1030,568.8,3,16.7,37.1
1045,547.68,12,16.8,34.8
1100,548.4,26,16.9,33.9
1115,546.48,23,17.5,32.7
1130,556.8,12,17.6,31.7
1145,555.12,14,18.4,30.9
1200,538.8,24,18.3,30
1215,530.16,11,18.5,31.1
1230,526.32,19,18.5,29.5
1245,520.08,15,18.8,28.7
1300,530.4,20,18.5,27
1315,535.44,13,18.8,25.8
1330,533.28,11,18.2,28.9
1345,525.6,6,17.7,32.4
1400,537.12,0,18,35.9
1415,528,3,17.2,39.9
1430,522.24,4,17.2,34.6
1445,518.4,3,15.4,46.6
1500,507.12,6,14.2,50.7
1515,501.6,2,13.1,50.5
1530,487.44,3,13.1,51
1545,505.68,0,12.6,53.1
1600,505.68,5,11.9,55
1615,487.92,2,11.7,51.9
1630,493.2,0,11.3,53.1
1645,492.24,1,11,55.8
1700,487.92,0,10.6,56.1
1715,486,0,10.3,57.6
1730,471.6,1,10.3,58.9
1745,441.84,2,10,60
1800,418.08,7,9.8,58.1
1815,444.96,1,9.8,58.2
1830,426.24,1,9.6,60.2
1845,418.08,2,9.5,60.9
1900,418.08,1,9.1,62.4
1915,404.4,0,8.9,62.6
1930,396.96,0,8.7,64.3
1945,391.2,6,8.6,65.5
2000,395.76,4,8.6,66.7
2015,401.04,0,8.3,67.5
2030,386.64,6,8.3,68.3
2045,384.72,1,8.2,68.3
2100,382.56,0,7.9,69.8
2115,366.48,3,7.6,71.8
2130,359.04,11,7.5,73.1
2145,360.96,2,7.7,72.5
2200,351.36,0,7.5,73.5
2215,331.68,0,7.3,74.6
2230,329.76,4,7.2,74.1
